datetime,coordinates,model,model elevation,utc_offset,temperature,dewpoint_temperature,relative_humidity,surface_pressure,direct_normal_solar_radiation,surface_diffuse_solar_radiation,surface_solar_radiation,surface_thermal_radiation,wind_speed,wind_direction,total_cloud_cover,total_precipitation,snow_depth,pv_power_watts
2024-01-01 00:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.500000e+01,1.040000e+01,7.400000e-01,9.921164e+04,2.480000e+00,7.232000e+01,7.290000e+01,3.467100e+02,1.250000e+00,8.564000e+01,8.100000e-01,0.000000e+00,0.000000e+00,8.657724e+03
2024-01-01 01:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.510000e+01,9.830000e+00,7.100000e-01,9.920529e+04,8.009000e+01,2.265000e+01,2.749000e+01,3.320400e+02,9.600000e-01,2.091600e+02,4.800000e-01,0.000000e+00,0.000000e+00,3.277849e+03
2024-01-01 02:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.318000e+01,1.001000e+01,8.100000e-01,9.928008e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.984900e+02,1.740000e+00,2.342400e+02,5.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 03:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.266000e+01,9.980000e+00,8.400000e-01,9.929481e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.878900e+02,1.410000e+00,2.889200e+02,7.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 04:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.243000e+01,9.950000e+00,8.500000e-01,9.930871e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.938400e+02,8.900000e-01,6.530000e+00,9.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 05:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.137000e+01,9.440000e+00,8.800000e-01,9.928460e+04,0.000000e+00,0.000000e+00,0.000000e+00,3.018900e+02,1.240000e+00,3.523000e+01,9.700000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 06:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.091000e+01,9.140000e+00,8.900000e-01,9.927065e+04,0.000000e+00,0.000000e+00,0.000000e+00,3.165400e+02,1.330000e+00,3.274000e+01,6.200000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 07:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.086000e+01,9.040000e+00,8.900000e-01,9.925822e+04,0.000000e+00,0.000000e+00,0.000000e+00,3.048100e+02,1.530000e+00,3.115000e+01,7.300000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 08:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.063000e+01,8.600000e+00,8.700000e-01,9.926636e+04,0.000000e+00,0.000000e+00,0.000000e+00,3.085200e+02,1.680000e+00,3.000000e+01,7.600000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 09:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.029000e+01,8.090000e+00,8.600000e-01,9.923352e+04,0.000000e+00,0.000000e+00,0.000000e+00,3.004200e+02,1.940000e+00,2.918000e+01,6.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 10:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,9.370000e+00,7.150000e+00,8.600000e-01,9.920687e+04,0.000000e+00,0.000000e+00,0.000000e+00,3.003400e+02,1.960000e+00,3.294000e+01,9.100000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 11:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,9.010000e+00,6.560000e+00,8.500000e-01,9.920304e+04,0.000000e+00,0.000000e+00,0.000000e+00,3.042600e+02,1.960000e+00,2.983000e+01,9.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 12:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,8.610000e+00,6.020000e+00,8.400000e-01,9.918423e+04,0.000000e+00,0.000000e+00,0.000000e+00,3.036000e+02,1.890000e+00,2.538000e+01,9.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 13:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,8.430000e+00,5.760000e+00,8.300000e-01,9.917078e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.875900e+02,2.030000e+00,2.369000e+01,9.800000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 14:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,8.550000e+00,5.870000e+00,8.300000e-01,9.919068e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.846000e+02,2.030000e+00,2.069000e+01,9.900000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 15:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,8.500000e+00,5.660000e+00,8.200000e-01,9.924571e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.858300e+02,2.060000e+00,2.107000e+01,9.500000e-01,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-01 16:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,8.660000e+00,5.740000e+00,8.200000e-01,9.928501e+04,3.604700e+02,2.336000e+01,5.364000e+01,2.769100e+02,2.260000e+00,1.890000e+01,7.500000e-01,0.000000e+00,0.000000e+00,6.538691e+03
2024-01-01 17:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.155000e+01,6.420000e+00,7.100000e-01,9.938146e+04,6.205500e+02,5.604000e+01,2.141800e+02,2.756000e+02,1.820000e+00,1.742000e+01,7.300000e-01,0.000000e+00,0.000000e+00,2.542829e+04
2024-01-01 18:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.391000e+01,6.420000e+00,6.100000e-01,9.943249e+04,7.525100e+02,7.638000e+01,3.724300e+02,2.799600e+02,1.470000e+00,2.156000e+01,4.000000e-01,0.000000e+00,0.000000e+00,4.313427e+04
2024-01-01 19:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.536000e+01,6.170000e+00,5.400000e-01,9.942196e+04,7.336700e+02,1.116400e+02,4.713700e+02,2.873600e+02,1.220000e+00,3.094000e+01,2.100000e-01,0.000000e+00,0.000000e+00,5.374261e+04
2024-01-01 20:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.744000e+01,5.610000e+00,4.600000e-01,9.934984e+04,8.425900e+02,9.404000e+01,5.481200e+02,2.914500e+02,5.800000e-01,2.018000e+01,2.000000e-02,0.000000e+00,0.000000e+00,6.148493e+04
2024-01-01 21:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.812000e+01,4.870000e+00,4.200000e-01,9.927163e+04,7.949700e+02,1.039700e+02,5.300100e+02,2.931800e+02,5.200000e-01,2.807900e+02,0.000000e+00,0.000000e+00,0.000000e+00,5.939805e+04
2024-01-01 22:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.832000e+01,5.080000e+00,4.200000e-01,9.924140e+04,8.152200e+02,8.507000e+01,4.776200e+02,2.937600e+02,4.000000e-01,1.651800e+02,1.000000e-01,0.000000e+00,0.000000e+00,5.377054e+04
2024-01-01 23:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.819000e+01,4.930000e+00,4.200000e-01,9.925585e+04,7.638700e+02,7.021000e+01,3.600500e+02,2.942800e+02,8.500000e-01,2.162200e+02,5.000000e-02,0.000000e+00,0.000000e+00,4.104283e+04
2024-01-02 00:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.774000e+01,6.140000e+00,4.600000e-01,9.929692e+04,6.358300e+02,5.154000e+01,2.019800e+02,2.915700e+02,1.040000e+00,2.375900e+02,1.000000e-02,0.000000e+00,0.000000e+00,2.343308e+04
2024-01-02 01:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.590000e+01,7.550000e+00,5.800000e-01,9.932440e+04,4.170500e+02,1.677000e+01,4.295000e+01,2.878600e+02,1.810000e+00,2.646500e+02,0.000000e+00,0.000000e+00,0.000000e+00,5.097825e+03
2024-01-02 02:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.344000e+01,7.390000e+00,6.700000e-01,9.941207e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.833500e+02,2.280000e+00,3.013000e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2024-01-02 03:00:00,"(34.048051, -118.254187)",era5,2.146700e+02,-8.000000e+00,1.234000e+01,6.850000e+00,6.900000e-01,9.944506e+04,0.000000e+00,0.000000e+00,0.000000e+00,2.803600e+02,2.360000e+00,3.257400e+02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
